Name,Email,Role,App access,Groups,Date added
Willow Flynn,willow.flynn@ext-a876a8.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:47:59.796Z
Willow Luna,willow.luna@ext-387eea.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:50:12.220Z
Willow Ortiz,willow.ortiz@ext-3c8938.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T17:00:45.759Z
Willow Reyes,willow.reyes@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:01:50.971Z
Willow Singh,willow.singh@ext-f34ab7.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026 Bootcamp_EMEA_February_2026,2026-01-11T22:24:52.244Z
Willow Ueda,willow.ueda@ext-26da4f.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:50:26.052Z
Willow Utley,willow.utley@ext-a876a8.com,User,Designer,members Bootcamp_EMEA_February_2026,2025-03-12T10:31:16.311Z
Willow Vega,willow.vega@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-15T15:58:23.904Z
Willow Xu,willow.xu@ext-1dfcd7.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:15:02.472Z
Wren Adams,wren.adams@ext-1dfcd7.com,User,Designer,members,2026-02-02T20:09:11.843Z
Wren Flynn,wren.flynn@ext-9a0743.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:11:13.919Z
Wren Harris,wren.harris@ext-84f9b1.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:44:28.673Z
Wren Kim,wren.kim@ext-a570e0.com,User,Designer,members,2026-06-22T10:15:04.081Z
Wren Shah,wren.shah@ext-26da4f.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:11:01.457Z
Wren Torres,wren.torres@ext-591bfe.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:16:02.948Z
Wren Yamada,wren.yamada@ext-f34ab7.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:12:10.736Z
Wren Zhang,wren.zhang@ext-321b87.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:49:35.195Z
Wren Park,wren.park@snaplogic.com,Environment admin,Designer,members admins AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025 AgentCreatorBootcamp_EMEA_January_2026 AC_Bootcamp_US_February_2026 Bootcamp_EMEA_February_2026,2025-06-15T21:12:02.044Z
Xander Baker,xander.baker@ext-a876a8.com,User,Designer,members,2025-11-03T22:58:46.126Z
Wren Zhu,wren.zhu@snaplogic.com,Environment admin,Designer,members admins,2025-06-20T21:24:56.971Z
Xander Flynn,xander.flynn@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-08-14T11:13:02.315Z
Xander Holt,xander.holt@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:38:04.207Z
Xander Harris,xander.harris@ext-9a0743.com,User,Designer,members,2026-07-22T09:35:13.239Z
Xander Iyer,xander.iyer@ext-1e8633.com,Environment admin,Designer AutoSync,members admins,2025-09-09T22:53:34.852Z
Xander Moss,xander.moss@ext-f831a9.com,User,Designer,members,2025-01-14T14:30:29.029Z
Xander Moss,xander.moss@snaplogic.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2024-01-18T05:36:54.393Z
Xen Adams,xen.adams@snaplogic.com,User,Designer,members ReadOnly AgentCreatorBootcamp_AMEA_August_2025,2025-08-10T18:49:58.632Z
Xen Garcia,xen.garcia@snaplogic.com,Environment admin,Designer AutoSync,members admins ReadOnly,2023-10-13T16:15:53.250Z
Xen Moss,xen.moss@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-10-13T16:24:33.521Z
Xander Quinn,xander.quinn@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 AgentCreatorBootcamp_EMEA_May_2026,2025-08-08T15:32:20.374Z
Xander Reid,xander.reid@ext-387285.com,User,Designer,members US_Bootcamp_August_2025 AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025,2025-08-07T14:26:18.650Z
Xander Reyes,xander.reyes@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:55.805Z
Xander Utley,xander.utley@ext-2d8726.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T08:50:28.389Z
Xander Vance,xander.vance@ext-653eac.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:43:35.890Z
Xen Nguyen,xen.nguyen@snaplogic.com,Environment admin,Designer,members admins,2024-07-17T08:32:18.133Z
Xen Zhu,xen.zhu@snaplogic.com,Environment admin,Designer,members admins,2023-05-02T22:36:05.865Z
Yael Ellis,yael.ellis@snaplogic.com,Environment admin,Designer,members admins,2024-01-24T09:27:14.205Z
Xander York,xander.york@ext-2be5e1.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:37.796Z
Xen Baker,xen.baker@ext-8ce3ff.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:37:45.446Z
Xen Brooks,xen.brooks@ext-3e9741.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_June_2025,2024-06-07T08:26:16.861Z
Xen Chen,xen.chen@ext-7bf6fa.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:11:36.905Z
Xen Evans,xen.evans@ext-a0c84a.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025 AgentCreatorBootcamp_EMEA_June_2025,2025-05-18T21:00:00.567Z
Xen Foster,xen.foster@ext-387eea.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-03T20:08:25.229Z
Xen Foster,xen.foster@ext-7bf6fa.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:50:54.370Z
Xen Holt,xen.holt@ext-9c4f44.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:47:41.231Z
Xen Knox,xen.knox@ext-7bf6fa.com,User,Designer,members PartnerFour,2026-03-26T09:31:13.176Z
Yael Luna,yael.luna@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-04-11T16:44:58.663Z
Yael Patel,yael.patel@snaplogic.com,Environment admin,Designer,members admins,2024-05-09T19:55:48.226Z
Xen Lopez,xen.lopez@ext-f34ab7.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:14:25.940Z
Xen Luna,xen.luna@ext-73c6f0.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:14:06.377Z
Xen Moss,xen.moss@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2025-08-14T09:56:39.145Z
Xen Ortiz,xen.ortiz@ext-f34ab7.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2025-10-13T09:07:06.799Z
Yael Vega,yael.vega@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-02-16T19:05:21.715Z
Yuki Grant,yuki.grant@snaplogic.com,Environment admin,Designer,members admins,2026-03-18T17:42:03.335Z
Xen Quinn,xen.quinn@ext-84f9b1.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025 AgentCreatorBootcamp_EMEA_June_2025,2025-05-12T15:02:09.388Z
Xen Reid,xen.reid@ext-26da4f.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025,2025-05-18T21:00:17.206Z
Xen Reyes,xen.reyes@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:46.268Z
Xen Zhang,xen.zhang@ext-ef0019.com,User,Designer,members PartnerFour AC_Bootcamp_US_February_2026 Bootcamp_EMEA_February_2026,2026-01-07T13:50:57.273Z
Yuki Nash,yuki.nash@snaplogic.com,User,Designer,members,2026-01-31T17:32:30.785Z
Yael Adams,yael.adams@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026 AgentCreatorBootcampEMEA_June2026,2026-05-17T21:18:54.960Z
Yael Brooks,yael.brooks@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcamp_EMEA_May_2026,2025-01-31T05:43:30.897Z
Yael Evans,yael.evans@ext-387eea.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_June_2025_GroupB PartnerTwo,2024-02-20T13:57:07.302Z
Yael Foster,yael.foster@ext-9c4f44.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-20T05:20:27.669Z
Yael Foster,yael.foster@ext-e77ebd.com,User,Designer,members Bootcamp_EMEA_February_2026,2025-10-06T06:15:18.832Z
Yael Garcia,yael.garcia@ext-a876a8.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:46:24.430Z
Yael Jensen,yael.jensen@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-05-29T05:56:12.891Z
Yael Knox,yael.knox@ext-9a0743.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:12:13.681Z
Yael Miller,yael.miller@ext-73c6f0.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:50:28.743Z
Yuki Utley,yuki.utley@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-05-02T15:15:05.770Z
Yuki Wells,yuki.wells@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-04-29T22:39:24.190Z
Yael Miller,yael.miller@ext-f34ab7.com,User,,members,2023-12-01T11:22:44.196Z
Yael Moss,yael.moss@ext-591bfe.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:12:24.930Z
Yael Singh,yael.singh@ext-fc167d.com,User,Designer AutoSync,members AgentCreatorTraining PartnerTwo,2025-04-07T08:23:18.628Z
Yael Utley,yael.utley@ext-84f9b1.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:21:10.947Z
Yael York,yael.york@ext-023686.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:16:44.181Z
Zara Ellis,zara.ellis@snaplogic.com,User,Designer,members,2026-01-31T17:32:35.701Z
Yael Zhang,yael.zhang@ext-445152.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 AgentCreatorBootcamp_EMEA_January_2026,2025-08-08T15:21:28.248Z
Zara Holt,zara.holt@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-10-26T22:43:06.910Z
Yuki Adams,yuki.adams@ext-387eea.com,User,Designer AutoSync,members AgentCreatorTraining,2025-04-07T08:26:49.581Z
Yuki Brooks,yuki.brooks@ext-a876a8.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:31.186Z
Zara Iyer,zara.iyer@snaplogic.com,Environment admin,Designer,members admins,2024-05-10T19:26:32.871Z
Zion Diaz,zion.diaz@snaplogic.com,Environment admin,Designer,members admins,2023-05-11T12:29:52.144Z
Yuki Chen,yuki.chen@ext-bb22e0.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-23T09:21:24.486Z
Yuki Cooper,yuki.cooper@ext-34409a.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:48:05.440Z
Yuki Garcia,yuki.garcia@ext-f34ab7.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:15:25.681Z
Zion Grant,zion.grant@snaplogic.com,User,,members_devportal,2026-01-26T12:55:15.953Z
Zion Ibarra,zion.ibarra@snaplogic.com,Environment admin,,members admins,2024-07-22T13:13:40.415Z
Zion Nash,zion.nash@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-10-26T15:33:30.629Z
Zion Reyes,zion.reyes@snaplogic.com,User,Designer,members,2024-04-04T08:54:27.939Z
Zion Tran,zion.tran@snaplogic.com,User,Designer AutoSync,members test_user,2024-04-04T07:34:43.463Z
Zion Vance,zion.vance@snaplogic.com,User,Designer AutoSync,members,2026-01-27T15:27:18.020Z
Zion Wells,zion.wells@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-09-19T14:33:32.152Z
Yuki Kim,yuki.kim@ext-f060bf.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_May_2026,2025-06-16T09:57:22.135Z
Yuki Nguyen,yuki.nguyen@ext-f34ab7.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025 AgentCreatorBootcamp_EMEA_May_2025 AgentCreatorBootcamp_EMEA_June_2025,2025-05-12T15:00:43.128Z
Yuki Park,yuki.park@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025 AC_Bootcamp_US_February_2026,2025-10-06T16:12:47.395Z
Yuki Park,yuki.park@ext-591bfe.com,User,Designer,members Bootcamp_US_June_2025,2025-06-27T15:56:43.555Z
Pax Harris,pax.harris@snaplogic.com,Environment admin,AutoSync Designer,members admins,2026-02-04T15:42:27.896Z
Xen Grant,xen.grant@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-06-11T14:16:47.604Z
Sonny York,sonny.york@snaplogic.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-11T09:09:01.450Z
Yuki Ueda,yuki.ueda@ext-0a199e.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-20T05:20:14.993Z
Yuki Wang,yuki.wang@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:11.057Z
Yuki Wang,yuki.wang@ext-f34ab7.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-18T08:41:09.030Z
Yuki Xia,yuki.xia@ext-7bf6fa.com,User,Designer,members Bootcamp_US_June_2025,2025-07-01T15:48:46.518Z
Laurie York,laurie.york@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-01-03T19:13:11.822Z
Zara Adams,zara.adams@ext-f34ab7.com,User,Designer,members,2025-01-09T17:21:13.877Z
Devon Wells,devon.wells@snaplogic.com,Environment admin,Designer,members admins AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:16:18.684Z
Logan Adams,logan.adams@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-05-04T22:08:32.813Z
Zara Cooper,zara.cooper@ext-591bfe.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T14:28:33.173Z
Merritt Adams,merritt.adams@snaplogic.com,User,Designer,members US_Bootcamp_August_2025,2024-12-20T08:48:17.790Z
Zara Cooper,zara.cooper@ext-e02f5c.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:10:56.120Z
Zara Foster,zara.foster@ext-1dfcd7.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:21.350Z
Zara Harris,zara.harris@ext-71e560.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:51:25.496Z
Zara Kim,zara.kim@ext-0ffece.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-06-20T09:12:19.709Z
Zara Nash,zara.nash@ext-2e4928.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025,2025-08-08T15:24:25.690Z
Zara Osei,zara.osei@ext-9a0743.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:05:03.798Z
Zara Park,zara.park@ext-1dfcd7.com,User,Designer,members Bootcamp_EMEA_February_2026,2024-11-18T18:06:06.325Z
Zara Park,zara.park@ext-3e9741.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:39.915Z
Zara Park,zara.park@ext-8e55ec.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-15T16:00:57.848Z
Zara Ueda,zara.ueda@ext-138750.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-20T05:20:07.560Z
Zara Ueda,zara.ueda@ext-e95451.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:12:43.753Z
Zara Utley,zara.utley@ext-591bfe.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:51:33.111Z
Zara Wang,zara.wang@ext-634bab.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:43:02.276Z
Zara York,zara.york@ext-6265e5.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:18:08.080Z
Zara Zhu,zara.zhu@ext-f34ab7.com,User,Designer AutoSync,members AgentCreatorTraining PartnerTwo,2025-04-07T08:27:04.235Z
Zion Baker,zion.baker@ext-a876a8.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:42:22.925Z
Zion Garcia,zion.garcia@ext-e28b64.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:48:50.193Z
Zion Harris,zion.harris@ext-0ffece.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:51:58.140Z
Zion Lopez,zion.lopez@ext-f34ab7.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:08:13.147Z
Zion Nash,zion.nash@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:38:36.564Z
Zion Reid,zion.reid@ext-f513df.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:08:25.143Z
Zion Reyes,zion.reyes@ext-0a199e.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:48:45.441Z
Zion Reyes,zion.reyes@ext-6158a9.com,User,Designer,members US_Bootcamp_August_2025 PartnerOne,2025-08-07T14:24:58.545Z
Zion Vega,zion.vega@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:39:06.145Z
Zion Xia,zion.xia@ext-1a0582.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025 PartnerOne,2025-06-15T21:25:15.829Z
Teagan Ibarra,teagan.ibarra@ext-01b328.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:39.170Z
Marlowe Jensen,marlowe.jensen@ext-03cdfb.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:52:21.181Z
Teagan Tran,teagan.tran@ext-04b138.com,User,Designer AutoSync,members AgentCreatorTraining,2025-04-07T08:23:33.318Z
River Harris,river.harris@ext-053749.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T17:02:25.719Z
Sonny Shah,sonny.shah@ext-07dc30.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:43:47.158Z
River Vega,river.vega@ext-0cc0dc.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:12:55.930Z
Zara Xia,zara.xia@ext-10457b.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-20T05:20:30.711Z
Cameron Cooper,cameron.cooper@ext-124a8f.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:39.011Z
Xen Wells,xen.wells@ext-13ba9a.com,User,Designer AutoSync,members AgentCreatorTraining,2025-04-07T08:27:21.012Z
Finley York,finley.york@ext-13e64d.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:26:02.876Z
Indira Cooper,indira.cooper@ext-159309.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2025 AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_March_2026,2025-05-18T21:01:05.813Z
Noel Knox,noel.knox@ext-160e8a.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:43:52.839Z
Sutton Nash,sutton.nash@ext-17fe2a.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_June_2025_GroupB PartnerTwo,2024-02-21T07:14:40.790Z
Merritt Evans,merritt.evans@ext-19d83f.com,User,Designer,members PartnerThree PartnerThree_Demos Bootcamp_EMEA_February_2026 AgentCreatorBootcamp_EMEA_March_2026,2025-03-25T12:11:26.123Z
Sutton Kumar,sutton.kumar@ext-1c3432.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:39:23.094Z
Umber Kumar,umber.kumar@ext-1c78e4.com,User,Designer,members CustomerCharlie_AiWorkshop,2025-12-16T17:57:49.438Z
Vale Rossi,vale.rossi@ext-1e0a25.com,User,,members,2024-01-11T10:25:21.889Z
Ira Wells,ira.wells@ext-1e5a71.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T14:29:44.042Z
Jordan Nash,jordan.nash@ext-21f76b.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:56:59.519Z
Remy Davis,remy.davis@ext-222f19.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:52:43.460Z
Harper Reid,harper.reid@ext-241f4d.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:28:14.199Z
Sonny Davis,sonny.davis@ext-245dc3.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:43:37.931Z
Finley Kumar,finley.kumar@ext-24c507.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:49:09.638Z
Sawyer Luna,sawyer.luna@ext-25529e.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:51:46.766Z
Kai Wells,kai.wells@ext-26adb8.com,User,Designer,members CustomerEcho OfficeOne Team AgentCreatorBootcamp_EMEA_May_2025,2024-05-21T10:26:54.827Z
Flynn Singh,flynn.singh@ext-2844e5.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:40:07.357Z
Quinn Luna,quinn.luna@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-05-24T05:32:33.853Z
Kendall Utley,kendall.utley@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-01-30T10:19:37.132Z
Linden York,linden.york@snaplogic.com,Environment admin,Designer,members admins,2024-05-09T19:53:20.531Z
Wren Wells,wren.wells@ext-286f2a.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025 AgentCreatorBootcamp_EMEA_June_2025,2025-05-15T15:59:43.516Z
Skyler Park,skyler.park@snaplogic.com,Environment admin,,members admins,2023-10-23T19:51:03.001Z
Juno Kumar,juno.kumar@snaplogic.com,Environment admin,Designer,members admins,2024-05-12T07:07:08.024Z
Blake Evans,blake.evans@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-04-26T12:21:01.512Z
Emery Singh,emery.singh@ext-293b99.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025,2025-05-18T21:01:22.596Z
Juno Grant,juno.grant@ext-2a4bb1.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2025-10-06T13:08:48.355Z
Quinn Quinn,quinn.quinn@ext-2a94a4.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:42.310Z
Cameron Grant,cameron.grant@ext-2ba086.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2025-10-20T13:26:15.802Z
Sloan Ibarra,sloan.ibarra@ext-2d74ef.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-20T05:20:35.452Z
Pax Grant,pax.grant@ext-2db6b5.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:58:32.715Z
Indira Johal,indira.johal@ext-2dcf18.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:43:06.104Z
Kendall Kumar,kendall.kumar@ext-2ed2a3.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:18:04.030Z
Skyler Brooks,skyler.brooks@ext-315ce2.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:13:21.930Z
Kendall Luna,kendall.luna@ext-322145.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:38.527Z
Haven Flynn,haven.flynn@ext-35a074.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:07:27.358Z
Finley Patel,finley.patel@ext-35e6ea.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:48:27.944Z
Drew Nash,drew.nash@snaplogic.com,Environment admin,AutoSync Designer,members admins,2025-07-16T14:54:00.777Z
Briar Tran,briar.tran@ext-395bd5.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:23.575Z
River Reid,river.reid@ext-39b0e5.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcamp_EMEA_May_2026,2026-03-22T19:04:09.342Z
Teagan Vance,teagan.vance@ext-3ebcc0.com,User,Designer,members AgentCreatorTraining,2023-12-11T11:50:39.145Z
Ira Garcia,ira.garcia@ext-402302.com,User,Designer,members Bootcamp_EMEA_February_2026 AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcamp_EMEA_May_2026,2025-09-04T08:38:23.950Z
Eli Park,eli.park@ext-4392b0.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:51:07.373Z
Nash Harris,nash.harris@ext-a37969.com,User,,members_devportal,2025-06-17T09:34:07.169Z
Nash Iyer,nash.iyer@ext-f34ab7.com,User,,members_devportal,2025-07-02T14:26:42.196Z
